粵語,標準漢語1,標準漢語2
映眼,奪目,耀眼
老實,(沒有對應詞彙),
啞,沒有光澤,色澤黯淡
啞色,沒有光澤,色澤黯淡
靚,漂亮,美
威,漂亮,
好睇,好看,
一隻雀噉,喻打扮得很漂亮,
成隻雀噉,喻打扮得很漂亮,
身光頸靚,打扮得光鮮,
光鮮,衣著整潔好看,
有型,好看,有特色
霎眼嬌,乍看上去很漂亮,
玲瓏浮突,精致玲瓏,有立體感
清景,清雅,雅致
難睇,難看,
鶻突,魂陋,
騎喱,模樣難看的,
烏,不加梳洗的,蓬頭垢面的
新淨,新,不舊
新,嶄新,
新鮮滾熱辣,(喻)很新的,
陳皮,喻舊,
好笑口,愉快歡笑的樣子,笑容滿面
笑口吟吟,笑吟吟的,笑容滿面
笑微微,微笑的樣子,笑嘻嘻
見牙唔見眼,形容笑的樣子,
煠熟狗頭,(喻)笑的模樣,
喊噉口,像哭的樣子,悲苦的樣子
苦口苦面,愁眉苦臉,
苦瓜乾噉口面,像苦瓜乾般的嘴臉,愁雲滿臉
鼓埋泡腮,鼓起腮幫子,
埋口面,苦臉,哭喪臉
口面,苦臉,哭喪臉
瞪眉突眼,橫眉怒目,
黑口黑面,黑臉,不高興的樣子
眼光光,目光呆滯,乾瞪眼
吽,呆滯,沒精打彩
面木木,呆滯,
"頭耷耷,眼濕濕",低頭;眼睛濕濕的,
冇厘神氣,沒精打彩,無精打彩
面紅紅,臉色漲紅,滿臉通紅
紅粉花緋,臉色紅潤,
面青青,臉色發青,
面青口唇白,唇青臉白,
面紅面綠,(沒有對應詞彙),
面黃黃,臉色發黃,
倒,下巴前突,
鬍鬚勒□,鬍子多而亂,
刺(赤),很冷,
凍冰冰,冷冰冰,冰涼
寒寒凍凍,冷,
涼浸浸,涼快,清爽
浸浸涼,極涼快,冷
風涼水冷,涼快,涼爽
暖粒粒,暖洋洋,
焗,悶熱,
翳(曀),悶熱,
翳(曀)焗,悶熱,
焗悶,悶熱,
焗熱,悶熱,
烚烚,熱烘烘,
,熱,燙
淥,燙,
滾熱辣,(不是粵方言詞),
乾爽,(不是粵方言詞),
乾涸,乾燥,缺少水分
乾爭爭,乾巴巴,
乾水,乾,水份少的
收乾水,風乾,
,(沒有對應詞彙),
,潮濕,受潮的樣子
絲絲濕濕,潮濕,濕漉漉
濕趿趿,濕漉漉,
濕,濕漉漉,
水,有很多水,水汪汪
杰,稠,濃
杰撻撻,非常濃,非常稠
溶,濃,
黐,黏糊糊,
削,稀,
削,稀而爛,
硬淨,硬,結實
實淨,硬,結實
老身,(沒有對應詞彙),
腍,不脆,軟
腍啤啤,軟而爛,
軟腍腍,很軟,軟綿綿的
鬆,不結實,鬆軟
削,鬆軟,不結實
蔫韌,韌,
脆,非常鬆脆,
爽,脆,
爽脆,脆,脆口
空籠,空心,中空的
通籠,無阻塞的,中空的
通窿,洞穿的,
穿窿,穿洞的,穿孔的
盟,不通的,
盟籠,堵塞的,在空腔盡處不通的
倔籠,(沒有對應詞彙),
倔頭,死路,死胡同
倔督,死路,死胡同
密籠,封閉的,內部的空腔與外部不通的
密實,嚴實,封閉得嚴密
密厔厔,密密麻麻,密密匝匝
脹卜卜,脹鼓鼓,鼓鼓囊囊
偪人,人多擁擠,
梗,不靈活,不鬆動
實,緊,不鬆
衡,得緊,
疏罅,疏,不密
疏寥寥,非常疏,
離行離罅,稀疏,疏落
離行離迾,稀疏,疏落
散收收,鬆散,
鬆,鬆鬆垮垮的,
齊整,(不是粵方言詞),
勻洵,均勻,勻
,(兩物之間)接合得嚴,
亂龍,亂套,混亂
立亂,亂,
立立亂,混亂,亂哄哄
亂晒坑,亂成一團,
污哩單刀,亂,亂糟糟
污哩馬查,亂,亂七八糟
胡哩馬查,亂,亂七八糟
一鑊泡,混亂,亂了套
一碟齋,混亂,亂糟糟的
倒瀉籮蟹,(喻)場面混亂,亂成一團
哩啡,不整齊,凌亂
定當,穩,穩定
腳步浮浮,腳步不穩,踉蹌
舂下舂下,踉蹌,
濕碎,瑣碎,零碎
苴,骯髒,髒
崩,破損,缺損
殘,(不是粵方言詞),
融,稀爛,
融融爛爛,破破爛爛,非常破爛
爛融融,稀巴爛,
爛苴苴,爛糟糟,
爛笪笪,破爛,稀巴爛
爛身爛勢,破爛,
甩皮甩骨,散了架子,
宿,餿,食物腐敗變質
膉,(不是粵方言詞),
,發霉變質,
,變質,壞了
廢,(不是粵方言詞),
起哄,長水,
甩色,脫色,褪色
矺(責),壓,
梗(哽),硌,
食,卡住,堵住
阻,擋,堵
阻定,礙地方,
定,佔地方,
論盡,累贅,不方便
掉轉頭,上下顛倒,
仆轉,趴著,趴下
乃,細細地相連,
繞,糾結,纏
叮拎等,(沒有對應詞彙),
椗,吊,懸掛
吊吊揈,懸掛在空中晃蕩,
墮,(不是粵方言詞),
冇遮冇掩,沒有遮攔,沒遮沒掩
光捋捋,光溜溜,光禿禿的
打,露,露出來
突,露,
網,(不是粵方言詞),
浸,淹,
浮面,浮在水面,
化水,洇,
,凝結,
冇雷公咁遠,指很遠,遙遠
離天隔丈遠,離得遠,
隔成條墟咁遠,離得遠,
兩步路,(不是粵方言詞),
大把,很多,
多多聲,很多,多的是
,極少,一點兒
鼻屎咁多,(不是粵方言詞),
嗉咁多,雞零狗碎,
些少,不多的一些,
重身,(物體)重,
重耷耷,沉甸甸,很重
重粒粒,沉甸甸,死沉
輕身,(不是粵方言詞),
輕秤,(不是粵方言詞),
臭亨亨,臭哄哄,
臭崩崩,臭哄哄,臭烘烘
冤,極臭,臭不可聞
冤臭,極臭,
冤崩爛臭,臭不可聞,臭氣熏天
宿亨亨,(身體)餿臭,(食物)餿臭
酸宿,(不是粵方言詞),
酸宿爛臭,(不是粵方言詞),
鹹臭,汗臭,
,(沒有對應詞彙),
臭腥,腥,腥臭
,糊味,
甜耶耶,甜得發膩,甜膩膩
酸微微,(不是粵方言詞),
,苦澀,
澀澀*,澀,
和味,味道好,好滋味
好味,味道好,好滋味
夠鑊氣,炒得香,香噴噴
入味,(不是粵方言詞),
爽口,(不是粵方言詞),
彈牙,(不是粵方言詞),
爽甜,口感好而香甜,脆而甜
腍甜,軟而香甜,
好食,好吃,
難食,難吃,
惡骾,難吃,難下嚥
難骾,難吃,難以下咽
黐牙,黏糊,黏牙
涸喉,熗嗓子,
,味道具強刺激性,過辣或過咸
攻鼻,刺鼻,
掯,衝,味兒衝(口)
淡滅滅,味道很淡,
淡謀謀,淡而無味,淡
,菜因缺油而乏味,
猛,旺,
,燒焦,糊
抆,靠近邊緣,離邊沿近
神,不正常,出故障
夠力,(沒有對應詞彙),
劖,扎,刺
,妥當,妥貼
佮佮,非常妥當,有條理
好地地,好好的,好端端的
順景,順利,景況好
順風順水,非常順利,
風生水起,興旺,興隆
有毛有翼,羽翼豐滿,翅膀硬了(俗)
名成利就,名利雙收,有名有利
利利市市,大吉大利,
夠運,運氣好,好運
好彩,運氣好,幸運
好彩數,運氣好,好運
大命,命大,
阻滯,不順利,走背運
,失敗,落空
衰,失敗,落空
檔,垮台,
,要命,
唔係,不行,
兩頭唔到岸,進退兩難,進退維谷
大鑊,事情後果嚴重,罪名大或多
水浸眼眉,迫在眉睫,火燒眼眉
事急馬行田,狗急跳墻,急不擇路
事緊馬行田,狗急跳墻,
打緊,(不是粵方言詞),
該煨,倒霉,糟糕
抵死,糟糕,
弊家伙,(不是粵方言詞),
黑,倒霉,走背字
運滯,運氣不好,走背字
慘過南海潮,(不是粵方言詞),
慘情,(不是粵方言詞),
梳扶,舒服,
盆滿滿,錢包鼓鼓,
大汗細汗,汗流浹背,大汗淋漓
一隻屐噉,非常辛苦,垂頭喪氣
一隻狗噉,(沒有對應詞彙),
窮到,(不是粵方言詞),
褲穿窿,(喻)窮困潦倒,
新潮,時髦,
派,有派頭,
有型,有派頭,
有型有款,有派頭,
,土氣,
大鄉里,土氣,
寒酸,(不是粵方言詞),
兜,外貌寒磣,
龍袍唔似太子,(沒有對應詞彙),
陀陀擰,團團轉,暈頭轉向
他條,悠閑,優哉游哉
快手快腳,(不是粵方言詞),
爽手,(做事)快,麻利
啦啦聲,迅速地,趕快
啦啦林,迅速地,趕快
林林聲,迅速地,趕快
哩哩啦啦,迅速地,趕快
慶零含林,(不是粵方言詞),
零零林林,迅疾地,麻利
時哩沙啦,迅疾地,麻利
猴擒,急,急匆匆地
猴急,急急忙忙地,急匆匆地
擒青,匆忙,急忙
擒擒青,急匆匆,匆忙地
趕住去投胎,(不是粵方言詞),
滾水淥腳,(不是粵方言詞),
衡,(喻)緊張,
衡晒,(喻)緊張,
慢手,(不是粵方言詞),
咪摸,磨蹭,慢吞吞
黐手腳,慢,
唔嗲唔吊,漫不經心,拖拖拉拉
姐手姐腳,(喻)慢吞吞,
滋游,優游,慢條斯理
滋游倓定,優游,慢條斯理
熟絡,(不是粵方言詞),
熟口面,(不是粵方言詞),
熟行熟路,(不是粵方言詞),
生部,陌生,
丟生,荒疏,荒廢
丟疏,荒疏,荒廢
日光日白,光天化日之下,明目張膽
家和萬事興,"一家和睦,萬事皆興",
和氣生財,(不是粵方言詞),
,合得來,投合
傾,談得來,
拍檔,合作,
撈亂骨頭,(不是粵方言詞),
貼錯門神,(喻)二人不和,合不來
水摳油,(沒有對應詞彙),
唔牙,喻合不來,
唔打得埋,合不來,
行唔埋,合不來,
化算,合算,划得來
,合算,划得來
為得過,合算,划得來
唔抵,不值得,虧
為唔過,不合算,划不來
有紋有路,有條理,邏輯性強
有頭有路,頭頭是道,有板有眼
手鴨腳,做事手忙腳亂,
冇紋路,缺乏條理性的,邏輯性不強的
冇厘頭,缺乏條理性的,沒有頭緒的
冇厘傝,沒條理,不踏實
沙沙滾,草率的,馬虎了事的
沙哩弄,馬馬虎虎的,不負責的
西,馬虎,
唔係路,做事不像話,沒譜兒
唔教人,(沒有對應詞彙),
狼,如狼般的,凶狠
狼胎,魯莽,
惡死,凶狠,凶惡
惡死能登,窮凶極惡,凶惡得很
惡亨亨,惡狠狠,
勢凶夾狼,氣勢的樣子,
神台貓屎--人憎鬼厭,遭到大家的討厭,
飽死,令人倒胃口,令人厭惡
死咕咕,毫無生氣,毫無起色
,在理,有理
初甫到,剛來到不久,初來乍到
望天打卦,聽天由命,指望天氣
手多多,多手,亂摸亂弄
好,好,
正斗,好的,
堅,好的,優良的
得,水平高,行
濕水棉花--冇得彈,謂無可指摘,沒得說
唔話得,無可指摘的,無可挑剔
冇得頂,好極了,頂呱呱
認第二冇人敢認第一,(不是粵方言詞),
勁抽,水平高,好
豆泥,劣,次
苴皮,差勁,劣的
曳,差,次
水皮,差,次
茄,差,劣
流,差,劣
兒嬉,差,劣
麻麻,水平一般,馬馬虎虎
中亭,中等,
中中,中不溜兒,中等
爭天共地,別若霄壤,天壤之別
爭成條墟,(喻)差得很遠,(喻)差之千里
珍珠都冇咁真,謂千真萬確,
堅,真的,
花假,虛假,
流,假的,
,對,正確
謬,錯誤,荒謬
謬俚,錯誤,荒謬
止得咳,頂用,有效
殺食,頂用,
使得,好使,
就手,稱手,方便
唔等使,無用的,無益的
硬,禁得起,
實淨,堅固耐用,結實
頂得順,挺得住,
午時花六時變,(喻)變化無常,反復無常
梗,固定不變,固定
關事,有干係,有關係
有,有關,有牽扯
冇,無關,沒有牽扯
耷保,加倍,雙倍地增加
打孖,雙倍,加倍
縮水,(喻)物量減少,
噉,表示數量的減少,
抆,缺乏餘地,
抆水,缺乏餘地,
抆抆莫,缺乏餘地,
緊,不太充足,勉勉強強
緊,不太充足,勉勉強強
唔夠喉,(喻)不滿足,
得,行,可以
唔撈,不行,行不通
冇聲氣,沒希望,無所收獲
賣魚佬洗身--冇腥(聲)氣,謂沒希望,
有到,有所收獲,
有料到,有所收獲,
冇到,無所收獲,得不到利益
冇料到,無所收獲,得不到利益
過鐘,晚點,誤點
得切,來得及,
趕得切,(不是粵方言詞),
趕得起,(不是粵方言詞),
得切,趕得及,
唔得切,來不及,
趕唔得切,(不是粵方言詞),
唔切,趕不及,來不及
惡意,難於(做某事),
惡作,難辦,不好對付
惡骾,不好應付,
踢腳,難辦,
擇使,難辦,棘手
蝦人,(不是粵方言詞),
牙,危險,
危危乎,危險,
得人驚,令人驚懼的,
得人怕,令人驚懼的,
當食生菜,手到擒來,小菜一碟
好閑,謂容易辦,很平常的
閑閑,容易辦,
一字咁淺,淺顯,極其淺顯
出奇,奇怪,
冇解,不知為什麼,奇怪
無端白事,無端,無緣無故地
無情白事,無端,無緣無故地
無端端,無端,無緣無故地
無,無緣無故地,
唔怪之得,難怪,怪不得
得戚,有趣,
攪笑,好笑,滑稽
鬼,有趣,詼諧
鬼馬,詼諧,滑稽
生鬼,詼諧,滑稽
無聊賴,(不是粵方言詞),
嘈喧巴閉*,非常嘈雜,
含含聲,人聲鼎沸,
家嘈屋閉,家中吵吵鬧鬧,
大聲,(不是粵方言詞),
靜英英,靜悄悄,寂靜
靜,靜悄悄,悄悄地
細聲,聲音小,小聲(口)
蚊噉聲,細聲細氣,(喻)聲音小
墟,(不是粵方言詞),
柴哇哇,熱鬧,
滿天神佛,(不是粵方言詞),
大陣仗,興師動眾,聲勢大
靜局,清靜,冷清
鬼影都冇隻,非常冷清,
早晨,早,早上
晨早,早,
倒屎咁早,(喻)很早,
蚊都,(喻)極遲,
蛇都死,(喻)極遲,
有牌,還要過很久,
冇耐,沒多久,
快脆,快,趕快
快馬,快,
快過打針,(喻)極快,
飛咁快,飛快,
衡,速度大,轉速快
慢過蟻躝,(不是粵方言詞),
緊張,(不是粵方言詞),
犀利,程度深,厲害
犀飛利,程度很深,很厲害
極,怎麼,
零舍,特別,尤其
太過,太,過分
得滯,(沒有對應詞彙),
仲加,更,還
甚至無,甚至,甚至於
稍為,稍稍,稍微
有,有點兒,
有咁多,有一點點,
唔係幾,不很,不十分
,(沒有對應詞彙),
差唔多,差不多,
幾回,幾乎,差點兒
爭幾回,幾乎,差點兒
乜滯,(沒有對應詞彙),
密密,頻繁地,
枕長,長期經常地,長期不斷地
枕住,長期經常地,長期不斷地
親,(沒有對應詞彙),
硬係,總是,
係,總是,
一日到黑,老是,整天
親,動輒,
下,動輒,
,動輒,
不溜,一向,從來就......
奉旨,總是,一向
一路,一直,
久唔久,不時,
間中,間或,偶爾
耐唔中,隔些時,有時
冇幾何,沒幾回,不經常
偶然之間,偶然,偶爾
再試,再,
搏晒老命噉,拼命地,竭力地
猛,極度,拼命地
猛咁,極度,拼命地
死咁,極度,拼命地
直程,徑直,直接
梗,一定,肯定
座梗,一定,肯定
一實,一定,肯定
的而且確,(事情)非常肯定,確鑿無疑
正式,確實,實在
正一,確實,實在
直程,無可置疑,
總言之,歸根結底,
先至,才,
唔係,不是,不就
咪,就...,不就...
嘛,唔係,
自不然,自然,理所當然
應份,應該,份內該做的
先該,應該,本該
咸()巴,統統,全
咸(),全,統統
埋,連...也,全部
埋晒,全都...上,
齊齊,(不是粵方言詞),
夠,(沒有對應詞彙),
又夠,也是,
孤家寡人,(不是粵方言詞),
兩份,雙方一起,
兩家,雙方一起,屬於雙方的
度,正在,表示動作保持
處,正在,表示動作保持
響度,正在,表示動作保持
正度,正在,表示動作保持
起身,起來,
落去,下去,
(),了,
試過,曾經,曾有過
,(沒有對應詞彙),
等陣,待會兒,
一適間,待會兒,
就快,將要,快要
就,將要,快要
突然之間,(不是粵方言詞),
好,碰巧,正好
始終,到最後,
臨時臨急,(沒有對應詞彙),
住,(沒有對應詞彙),
自,表示暫且,
好在,(不是粵方言詞),
好得,幸好,幸虧
孖,和,同
孖埋,和,同
連埋,連同,
夾,又...又...,
兼夾,(沒有對應詞彙),
定係,還是,或者
抑或,還是,或者
唯有,只有,
然之後,然後,
跟住,接,
至到,至於,及至
不特,(不是粵方言詞),
不單只,不僅,不但
仲,還,而且
咪話,且不說,
唔好話,且不說,
橫,反正,
為,為了,
免至,免得,以免
謹防,免得,以免
費事,免得,以免
若然之,如果,要是
唯有,(不是粵方言詞),
係要,只有,
係,只有,
唔理,無論,不管
噉,那麼,
除,除了,
固然之,固然,
但係,但是,
之但係,但是,可是
倒翻轉,反而,
,表示判斷,
,表示判斷,
十足十,十分像,極像
學似,像,
噉,表示相像或比喻,
都似,有可能,
有之,有可能,
唔定,說不定,
本應,本來,
本身,原本,本來
查實,實際上,
,在,從
介乎,介於,
唔係,不是,
把鬼,(沒有對應詞彙),
把屁,(沒有對應詞彙),
使乜,何必,
未曾,(不是粵方言詞),
未算,不算,
點,怎麼,怎麼樣
點樣,怎麼,怎麼樣
點解,為什麼,
為乜,為什麼,
乜,為什麼,怎樣
做乜,為什麼,
噉,地,的
打底,墊底兒,
,露出痕,
繞口,拗口,
繞,拗口,
把,號碼,數碼
住,並聯,
三幾,不多的數量,
定點,(沒有對應詞彙),
齊頭,(不是粵方言詞),
左近,左右,
成,有,整整
隻,個,
,對兒,
班,幫,群
軍,大群,
隻,隻,頭
莢*,片,
隻,個,條
個,的,
泡,(沒有對應詞彙),
堂,對,
隻,個,
,把,
,塊,團
,用於糊狀物,
迾,團,攤
支,根,瓶(酒)
轆*,節,根
堂,架,頂
餅,(不是粵方言詞),
楝,座,
抽,串,袋
秤,串,袋
迾,列,行
浸,層,
,摞,垛
扎,束,捆
,把,
隻,種,
停,種,種類
款,(不是粵方言詞),
楷,瓣兒,瓣
底,塊,大塊
臠,大塊,
賣,份,
喳,扎,
箸,(不是粵方言詞),
架,輛,艘
支,瓶,
口,根,
道,扇,座
牏,(沒有對應詞彙),
緡(文),元,
緡(文),元,
張,元,百元
皮,元,
粒神,角,十元
,百元,筆
千,千元,
盤(盆),(不是粵方言詞),
獲,瓦,
子,英寸,
安士,盎司,
點鐘,小時,
字,五分鐘,
牌,(沒有對應詞彙),
日,天,
月頭,月,
勾,歲,
處,(沒有對應詞彙),
瓣*,邊,
窟,塊,
攬,(沒有對應詞彙),
塘(堂),十里,
櫳,裝,件
手,件,
瓣*,方面,
頭,(沒有對應詞彙),
味,(沒有對應詞彙),
鋪,局,盤
隻,,
泡,(沒有對應詞彙),
皮,(沒有對應詞彙),
世,一輩子,
份,種類,
便,方面,
輪,次,
仗,次,
勻,次,趟
巴,巴掌,
捶,拳,
,下,
鋪,次,
,呀(表示肯定),
哩(咧),呀,
,(沒有對應詞彙),
啊,嘛/呢,
,了,
喇,了,
咯,了,
囉,了,
囉,(沒有對應詞彙),
,了,呀
喎,了,呀
個,的,
喎,了,
嗄,啊,哪
啦,吧,了
,(沒有對應詞彙),
,(沒有對應詞彙),
咋,(沒有對應詞彙),
之嘛,不過...而矣,
罷啦,(不是粵方言詞),
係啦,是了,
啊,吧(表示追問),呢(表示反問)
,嗎,
,(沒有對應詞彙),
喇,了,
哩(咧),吧,
哩(咧),吧,嗎
嗄,啊,
,呢,嗎
,(沒有對應詞彙),
咋,(沒有對應詞彙),
咩,嗎,
,吧,
嘩,(不是粵方言詞),
哈,嘿,
嗄,啊,
,呸,嗨
,(沒有對應詞彙),
呢,(沒有對應詞彙),
吧吧聲,(沒有對應詞彙),
,水流聲,
聲,水流聲,
化化聲,水流聲,花花的
叮,扑通(落水聲),
,落水聲,
啡啡聲,噴射聲,
,噴射聲,漏氣聲
呼,(沒有對應詞彙),
轟,轟(雷聲),轟
噢,狗叫聲,
局局角,(沒有對應詞彙),
